BASK,BBID,BTC_Before,BTC_imbalance,BuyVol,BuyVolBTC,DateTime,Imbalance,SellVol,SellVolBTC,VWAP_before,mid_px,mid_px_0.95,mid_px_0.99,mid_px_0.9925,mid_px_0.995,mid_px_0.996,mid_px_0.997,mid_px_0.998,mid_px_0.999,mid_px_1.001,mid_px_1.002,mid_px_1.003,mid_px_1.004,mid_px_1.005,mid_px_1.0075,mid_px_1.01,mid_px_1.05,mid_px_amt_0.95,mid_px_amt_0.99,mid_px_amt_0.9925,mid_px_amt_0.995,mid_px_amt_0.996,mid_px_amt_0.997,mid_px_amt_0.998,mid_px_amt_0.999,mid_px_amt_1.001,mid_px_amt_1.002,mid_px_amt_1.003,mid_px_amt_1.004,mid_px_amt_1.005,mid_px_amt_1.0075,mid_px_amt_1.01,mid_px_amt_1.05,target
244.91,244.83,7793.053390464316,-0.8153620064608872,468.82294999999993,468.82294999999993,2019-06-06 06:21:35.025681,-0.5191881751979661,279.1272199999998,279.1272199999998,244.8834003188357,244.87,,,243.39599999999996,243.76666666666665,244.01928571428567,244.25071428571422,244.49230769230766,244.74916666666664,244.99583333333337,245.25437500000004,245.44909090909093,245.70833333333337,245.98199999999997,246.41358974358977,,,0.0,0.0,254.48842,100.29749,95.81294000000001,109.87199999999999,83.806,79.18829,102.12177000000001,109.79585,190.25469,301.17537000000004,96.83158999999999,303.9366400000001,0.0,0.0,0
244.92,244.84,7794.018135512629,-0.781275260274707,336.62206000000026,336.62206000000026,2019-06-06 06:26:35.971165,0.0664817086671915,427.76490999999976,427.76490999999976,244.94126732136664,244.88,,242.98250000000002,243.37833333333333,243.76142857142858,244.04166666666666,244.25866666666664,244.52454545454546,244.75333333333336,245.01,245.23363636363638,245.48357142857142,245.708125,245.98125000000007,246.3524242424242,,,0.0,47.11006,334.12114999999994,56.251909999999995,97.25178000000001,119.92063999999999,60.361059999999995,39.34915,46.494020000000006,90.87652,63.84227,402.93473,165.14631999999997,136.33426,0.0,0.0,0
244.9,244.89,7796.162676578757,0.7091959279857887,344.74270000000024,344.74270000000024,2019-06-06 06:31:36.949160,-0.348338910920792,368.6760700000001,368.6760700000001,244.85579652164918,244.89499999999998,,,243.43027027027023,243.80124999999998,244.0366666666666,244.29533333333333,244.51299999999998,244.76799999999994,245.0381818181818,245.27733333333336,245.51083333333335,245.714,245.99909090909094,246.42560975609757,,,0.0,0.0,336.61740999999995,18.1663,149.17633,101.46739000000001,64.55248999999999,125.72342999999998,104.65397,204.71848999999997,97.17593999999998,377.79205,96.44479999999999,319.3450700000001,0.0,0.0,0
244.66,244.54,7782.404596139477,0.8465233459936935,332.1536299999999,332.1536299999999,2019-06-06 06:36:37.944255,-0.17211160014252141,420.34256999999985,420.34256999999985,244.53922888998767,244.6,,,243.14928571428567,243.5057894736842,243.725,244.00846153846152,244.22142857142856,244.45499999999998,244.73749999999998,244.96500000000003,245.22153846153847,245.4516666666667,245.68538461538463,246.17382352941175,246.465,,0.0,0.0,294.63358999999997,116.73947000000001,91.51007,142.99162,106.29396999999999,99.19441,74.88328,135.51662000000002,177.81131,145.60116,331.32236,255.501,32.918330000000005,0.0,0
244.83,244.73,7785.01242721214,-0.494909465943415,424.62407000000036,424.62407000000036,2019-06-06 06:41:38.885348,-0.4360063942815888,399.6517,399.6517,244.76369547429658,244.78,,242.8975,243.28805555555547,243.67076923076925,243.92800000000005,244.18066666666667,244.40571428571434,244.64499999999998,244.91857142857143,245.15230769230772,245.38866666666667,245.64428571428567,245.88857142857142,246.31405405405397,,,0.0,0.6796800000000001,349.08548999999994,53.38079,126.06723,47.593199999999996,74.70251999999999,64.74363,135.89364999999998,195.20161000000002,88.15786999999999,77.64319,379.7762,298.28944000000007,0.0,0.0,0
244.53,244.48,7774.854024086705,-0.5781889306946113,544.9739800000001,544.9739800000001,2019-06-06 06:46:39.853243,0.14278134922843233,516.1925200000001,516.1925200000001,244.4599241766927,244.505,,242.59,242.96030303030304,243.40411764705888,243.62600000000003,243.905,244.13200000000003,244.37599999999998,244.63692307692313,244.86833333333325,245.11499999999992,245.34833333333333,245.61714285714282,246.0789655172414,246.39625000000004,,0.0,34.80728,379.17999000000003,32.51482,132.48953,76.46672,84.96280999999999,142.45858,78.54142,116.15233,205.79116,111.97793999999999,50.84627,584.4085200000002,31.132000000000005,0.0,0
244.7,244.64,7776.8015375735495,-0.9119920346592089,495.6485499999997,495.6485499999997,2019-06-06 06:51:40.832697,0.3624609209288555,420.9310799999999,420.9310799999999,244.67002274822434,244.67,,,243.17323529411757,243.54874999999996,243.7725,244.06066666666666,244.295625,244.5427272727272,244.82,245.0192857142857,245.3033333333333,245.51769230769236,245.75166666666667,246.2493939393939,246.53,,0.0,0.0,369.20708,74.74294,48.944379999999995,103.76732,185.34224999999998,101.22827999999998,96.20376000000002,206.02462999999997,90.92651,69.65346999999998,514.52184,180.96848999999997,0.34906,0.0,1
245.13,245.06,7798.067621764395,-0.47119975251342733,583.1741000000001,583.1741000000001,2019-06-06 06:56:41.952587,0.02096127883610649,279.71070000000003,279.71070000000003,245.03791259402033,245.095,,243.2266666666667,243.53722222222223,244.02857142857147,244.22124999999997,244.50928571428568,244.71300000000005,244.9557142857143,245.23300000000003,245.46733333333339,245.70923076923083,245.97461538461542,246.20400000000006,246.55970588235297,,,0.0,0.6959000000000001,318.32152,8.32456,141.40993,210.44873,85.08502000000001,96.54518999999999,60.18227,137.58607999999998,480.80481,126.94487000000001,44.47873,306.93568,0.0,0.0,0
244.85,244.76,7787.601750806199,-0.7428671118686944,372.84420000000006,372.84420000000006,2019-06-06 07:01:42.931188,0.6579800994237504,422.84623000000005,422.84623000000005,244.83047825049204,244.805,,,243.34354838709677,243.69823529411764,243.9427272727273,244.19400000000002,244.45285714285714,244.6666666666667,244.94285714285715,245.18545454545458,245.41800000000006,245.67000000000002,245.89800000000005,246.30571428571434,,,0.0,0.0,85.81251999999999,259.35018,94.94798999999999,94.06842999999998,212.37858999999997,126.17914999999999,85.69890999999998,60.41903,154.53855000000001,196.15820000000002,421.00154,317.07871,0.0,0.0,1
245.7,245.58,7801.033297332126,-0.04814409564014598,930.5429000000006,930.5429000000006,2019-06-06 07:06:43.905595,0.32902239569948394,280.9428299999999,280.9428299999999,245.58043007001655,245.64,,243.573,244.1496,244.536,244.77400000000003,245.01272727272726,245.26749999999996,245.50000000000003,245.8125,246.02166666666665,246.25000000000006,246.49541666666673,246.73833333333334,247.02823529411768,,,0.0,36.51479999999999,413.86048999999997,19.036759999999997,155.90393000000003,117.44996,95.97713999999999,99.04321999999999,77.99947,104.1615,70.26928000000001,193.42845,99.19479999999999,402.96173999999996,0.0,0.0,0
